date,channel,campaign,geo,creative_id,impressions,clicks,cost
2024-01-23,Google,Non-Brand Search,CA,goog_c03,759,21,16.86
2024-01-23,Google,Non-Brand Search,CA,goog_c04,689,20,16.59
2024-01-23,Google,Non-Brand Search,AU,goog_c03,562,16,16.38
2024-01-23,Google,Non-Brand Search,AU,goog_c04,830,22,15.66
2024-01-23,Google,Non-Brand Search,DE,goog_c03,588,15,14.89
2024-01-23,Google,Non-Brand Search,DE,goog_c04,504,13,13.67
2024-01-23,Google,Non-Brand Search,PT,goog_c03,160,11,10.66
2024-01-23,Google,Non-Brand Search,PT,goog_c04,171,10,9.84
2024-01-23,Google,Shopping,US,goog_c05,8896,126,89.23
2024-01-23,Google,Shopping,US,goog_c06,7955,122,83.58
2024-01-23,Google,Shopping,UK,goog_c05,2318,33,19.03
2024-01-23,Google,Shopping,UK,goog_c06,2129,31,19.55
2024-01-23,Google,Shopping,CA,goog_c05,1477,21,12.78
2024-01-23,Google,Shopping,CA,goog_c06,1380,18,12.95
2024-01-23,Google,Shopping,AU,goog_c05,1815,21,11.96
2024-01-23,Google,Shopping,AU,goog_c06,993,13,10.84
2024-01-23,Google,Shopping,DE,goog_c05,1288,16,10.52
2024-01-23,Google,Shopping,DE,goog_c06,1498,19,11.41
2024-01-23,Google,Shopping,PT,goog_c05,430,11,7.59
2024-01-23,Google,Shopping,PT,goog_c06,349,10,6.9
2024-01-23,Google,Performance Max,US,goog_c07,26511,207,157.34
2024-01-23,Google,Performance Max,US,goog_c08,21526,162,131.41
2024-01-23,Google,Performance Max,UK,goog_c07,6694,49,38.27
2024-01-23,Google,Performance Max,UK,goog_c08,5107,38,31.34
2024-01-23,Google,Performance Max,CA,goog_c07,4135,32,23.43
2024-01-23,Google,Performance Max,CA,goog_c08,4306,28,20.6
2024-01-23,Google,Performance Max,AU,goog_c07,4072,28,22.63
2024-01-23,Google,Performance Max,AU,goog_c08,3239,22,17.16
2024-01-23,Google,Performance Max,DE,goog_c07,3859,26,22.14
2024-01-23,Google,Performance Max,DE,goog_c08,3916,27,19.87
2024-01-23,Google,Performance Max,PT,goog_c07,1398,21,14.45
2024-01-23,Google,Performance Max,PT,goog_c08,995,16,11.56
2024-01-23,Meta,Prospecting,US,meta_c01,10253,121,54.49
2024-01-23,Meta,Prospecting,US,meta_c02,8201,110,54.55
2024-01-23,Meta,Prospecting,US,meta_c03,4770,51,26.96
2024-01-23,Meta,Prospecting,US,meta_c04,4445,54,23.49
2024-01-23,Meta,Prospecting,US,meta_c05,3277,40,17.44
2024-01-23,Meta,Prospecting,US,meta_c06,2425,30,15.67
2024-01-23,Meta,Prospecting,UK,meta_c01,2794,37,14.95
2024-01-23,Meta,Prospecting,UK,meta_c02,3148,37,15.72
2024-01-23,Meta,Prospecting,UK,meta_c03,1491,17,7.57
2024-01-23,Meta,Prospecting,UK,meta_c04,1461,15,6.86
2024-01-23,Meta,Prospecting,UK,meta_c05,1101,11,4.54
2024-01-23,Meta,Prospecting,UK,meta_c06,1024,10,4.57
2024-01-23,Meta,Prospecting,CA,meta_c01,1513,16,7.51
2024-01-23,Meta,Prospecting,CA,meta_c02,1592,18,8.39
2024-01-23,Meta,Prospecting,CA,meta_c03,938,10,4.36
2024-01-23,Meta,Prospecting,CA,meta_c04,754,9,4.16
2024-01-23,Meta,Prospecting,CA,meta_c05,734,8,2.83
2024-01-23,Meta,Prospecting,CA,meta_c06,479,5,2.44
2024-01-23,Meta,Prospecting,AU,meta_c01,1930,20,7.78
2024-01-23,Meta,Prospecting,AU,meta_c02,1451,15,7.38
2024-01-23,Meta,Prospecting,AU,meta_c03,941,9,3.93
2024-01-23,Meta,Prospecting,AU,meta_c04,791,8,3.76
2024-01-23,Meta,Prospecting,AU,meta_c05,449,5,2.54
2024-01-23,Meta,Prospecting,AU,meta_c06,447,5,2.13
2024-01-23,Meta,Prospecting,DE,meta_c01,1587,15,7.36
2024-01-23,Meta,Prospecting,DE,meta_c02,1810,18,7.39
2024-01-23,Meta,Prospecting,DE,meta_c03,733,8,3.41
2024-01-23,Meta,Prospecting,DE,meta_c04,589,6,3.18
2024-01-23,Meta,Prospecting,DE,meta_c05,517,5,2.32
2024-01-23,Meta,Prospecting,DE,meta_c06,516,5,2.1
2024-01-23,Meta,Prospecting,PT,meta_c01,438,10,4.54
2024-01-23,Meta,Prospecting,PT,meta_c02,438,11,5.02
2024-01-23,Meta,Prospecting,PT,meta_c03,249,6,2.33
2024-01-23,Meta,Prospecting,PT,meta_c04,193,4,2.1
2024-01-23,Meta,Prospecting,PT,meta_c05,127,3,1.37
2024-01-23,Meta,Prospecting,PT,meta_c06,127,3,1.3
2024-01-23,Meta,Retargeting,US,meta_c01,2444,55,30.64
2024-01-23,Meta,Retargeting,US,meta_c02,1872,44,27.27
2024-01-23,Meta,Retargeting,US,meta_c03,736,17,10.84
2024-01-23,Meta,Retargeting,US,meta_c04,592,15,9.34
2024-01-23,Meta,Retargeting,US,meta_c05,362,9,5.88
2024-01-23,Meta,Retargeting,US,meta_c06,321,9,5.28
2024-01-23,Meta,Retargeting,UK,meta_c01,470,13,7.82
2024-01-23,Meta,Retargeting,UK,meta_c02,566,14,7.26
2024-01-23,Meta,Retargeting,UK,meta_c03,155,4,2.72
2024-01-23,Meta,Retargeting,UK,meta_c04,170,4,2.58
2024-01-23,Meta,Retargeting,UK,meta_c05,109,3,1.63
2024-01-23,Meta,Retargeting,UK,meta_c06,136,3,1.41
2024-01-23,Meta,Retargeting,CA,meta_c01,361,7,4.4
2024-01-23,Meta,Retargeting,CA,meta_c02,346,8,4.56
2024-01-23,Meta,Retargeting,CA,meta_c03,136,3,1.78
2024-01-23,Meta,Retargeting,CA,meta_c04,122,3,1.67
2024-01-23,Meta,Retargeting,CA,meta_c05,96,2,1.07
2024-01-23,Meta,Retargeting,CA,meta_c06,99,2,0.91
2024-01-23,Meta,Retargeting,AU,meta_c01,349,7,4.38
2024-01-23,Meta,Retargeting,AU,meta_c02,288,6,3.91
2024-01-23,Meta,Retargeting,AU,meta_c03,97,2,1.44
2024-01-23,Meta,Retargeting,AU,meta_c04,93,2,1.27
2024-01-23,Meta,Retargeting,AU,meta_c05,97,2,0.9
2024-01-23,Meta,Retargeting,AU,meta_c06,51,1,0.73
2024-01-23,Meta,Retargeting,DE,meta_c01,332,7,3.38
2024-01-23,Meta,Retargeting,DE,meta_c02,245,5,2.95
2024-01-23,Meta,Retargeting,DE,meta_c03,98,2,1.25
2024-01-23,Meta,Retargeting,DE,meta_c04,87,2,1.0
2024-01-23,Meta,Retargeting,DE,meta_c05,49,1,0.75
2024-01-23,Meta,Retargeting,DE,meta_c06,46,1,0.57
2024-01-23,Meta,Retargeting,PT,meta_c01,125,6,2.99
2024-01-23,Meta,Retargeting,PT,meta_c02,89,4,2.56
2024-01-23,Meta,Retargeting,PT,meta_c03,41,2,1.05
2024-01-23,Meta,Retargeting,PT,meta_c04,40,2,0.92
2024-01-23,Meta,Retargeting,PT,meta_c05,20,1,0.61
2024-01-23,Meta,Retargeting,PT,meta_c06,20,1,0.5
2024-01-24,Google,Brand Search,US,goog_c01,620,54,93.74
2024-01-24,Google,Brand Search,US,goog_c02,483,43,75.25
2024-01-24,Google,Brand Search,UK,goog_c01,152,11,21.63
2024-01-24,Google,Brand Search,UK,goog_c02,140,11,18.78
2024-01-24,Google,Brand Search,CA,goog_c01,91,7,13.5
2024-01-24,Google,Brand Search,CA,goog_c02,95,7,11.75
2024-01-24,Google,Brand Search,AU,goog_c01,81,6,11.77
2024-01-24,Google,Brand Search,AU,goog_c02,62,5,10.06
2024-01-24,Google,Brand Search,DE,goog_c01,84,6,11.94
2024-01-24,Google,Brand Search,DE,goog_c02,91,6,9.06
2024-01-24,Google,Brand Search,PT,goog_c01,28,4,7.88
2024-01-24,Google,Brand Search,PT,goog_c02,19,3,5.73
2024-01-24,Google,Non-Brand Search,US,goog_c03,3977,119,102.13
2024-01-24,Google,Non-Brand Search,US,goog_c04,3924,121,98.53
2024-01-24,Google,Non-Brand Search,UK,goog_c03,1057,34,28.08
2024-01-24,Google,Non-Brand Search,UK,goog_c04,1070,29,25.12
2024-01-24,Google,Non-Brand Search,CA,goog_c03,841,23,19.54
2024-01-24,Google,Non-Brand Search,CA,goog_c04,768,22,19.61
2024-01-24,Google,Non-Brand Search,AU,goog_c03,750,20,16.89
2024-01-24,Google,Non-Brand Search,AU,goog_c04,650,17,15.82
2024-01-24,Google,Non-Brand Search,DE,goog_c03,551,16,14.08
2024-01-24,Google,Non-Brand Search,DE,goog_c04,702,16,13.86
2024-01-24,Google,Non-Brand Search,PT,goog_c03,233,13,10.16
2024-01-24,Google,Non-Brand Search,PT,goog_c04,174,11,9.93
2024-01-24,Google,Shopping,US,goog_c05,8452,117,81.53
2024-01-24,Google,Shopping,US,goog_c06,6387,99,71.93
2024-01-24,Google,Shopping,UK,goog_c05,2428,34,21.23
2024-01-24,Google,Shopping,UK,goog_c06,2235,32,21.81
2024-01-24,Google,Shopping,CA,goog_c05,1599,21,13.84
2024-01-24,Google,Shopping,CA,goog_c06,1486,20,13.1
2024-01-24,Google,Shopping,AU,goog_c05,1348,18,11.73
2024-01-24,Google,Shopping,AU,goog_c06,1370,18,11.08
2024-01-24,Google,Shopping,DE,goog_c05,1125,15,10.34
2024-01-24,Google,Shopping,DE,goog_c06,1585,21,11.49
2024-01-24,Google,Shopping,PT,goog_c05,301,9,6.21
2024-01-24,Google,Shopping,PT,goog_c06,323,9,6.1
2024-01-24,Google,Performance Max,US,goog_c07,22212,177,154.87
2024-01-24,Google,Performance Max,US,goog_c08,21308,170,139.63
2024-01-24,Google,Performance Max,UK,goog_c07,7505,54,40.68
2024-01-24,Google,Performance Max,UK,goog_c08,5090,41,31.66
2024-01-24,Google,Performance Max,CA,goog_c07,4977,36,26.83
2024-01-24,Google,Performance Max,CA,goog_c08,4613,31,24.91
2024-01-24,Google,Performance Max,AU,goog_c07,3120,25,19.28
2024-01-24,Google,Performance Max,AU,goog_c08,3175,21,16.92
2024-01-24,Google,Performance Max,DE,goog_c07,3104,22,19.06
2024-01-24,Google,Performance Max,DE,goog_c08,2969,21,16.97
2024-01-24,Google,Performance Max,PT,goog_c07,1316,22,15.46
2024-01-24,Google,Performance Max,PT,goog_c08,1046,16,10.92
2024-01-24,Meta,Prospecting,US,meta_c01,10381,117,49.69
2024-01-24,Meta,Prospecting,US,meta_c02,9712,116,53.45
2024-01-24,Meta,Prospecting,US,meta_c03,6123,67,25.58
2024-01-24,Meta,Prospecting,US,meta_c04,4620,55,25.63
2024-01-24,Meta,Prospecting,US,meta_c05,2872,36,17.1
2024-01-24,Meta,Prospecting,US,meta_c06,4496,46,16.19
2024-01-24,Meta,Prospecting,UK,meta_c01,2674,31,13.5
2024-01-24,Meta,Prospecting,UK,meta_c02,2806,32,14.11
2024-01-24,Meta,Prospecting,UK,meta_c03,1583,18,7.0
2024-01-24,Meta,Prospecting,UK,meta_c04,1323,15,6.93
2024-01-24,Meta,Prospecting,UK,meta_c05,749,9,4.13
2024-01-24,Meta,Prospecting,UK,meta_c06,946,11,4.13
2024-01-24,Meta,Prospecting,CA,meta_c01,1792,19,9.07
2024-01-24,Meta,Prospecting,CA,meta_c02,1785,19,9.05
2024-01-24,Meta,Prospecting,CA,meta_c03,884,10,4.66
2024-01-24,Meta,Prospecting,CA,meta_c04,1031,11,4.4
2024-01-24,Meta,Prospecting,CA,meta_c05,658,7,2.85
2024-01-24,Meta,Prospecting,CA,meta_c06,600,6,2.83
2024-01-24,Meta,Prospecting,AU,meta_c01,1407,16,7.19
2024-01-24,Meta,Prospecting,AU,meta_c02,1670,17,7.71
2024-01-24,Meta,Prospecting,AU,meta_c03,1000,10,3.55
2024-01-24,Meta,Prospecting,AU,meta_c04,864,9,3.45
2024-01-24,Meta,Prospecting,AU,meta_c05,514,6,2.26
2024-01-24,Meta,Prospecting,AU,meta_c06,491,5,2.11
2024-01-24,Meta,Prospecting,DE,meta_c01,1771,18,7.54
2024-01-24,Meta,Prospecting,DE,meta_c02,1836,17,7.55
2024-01-24,Meta,Prospecting,DE,meta_c03,853,8,3.74
2024-01-24,Meta,Prospecting,DE,meta_c04,685,7,3.38
2024-01-24,Meta,Prospecting,DE,meta_c05,504,5,2.42
2024-01-24,Meta,Prospecting,DE,meta_c06,514,5,2.18
2024-01-24,Meta,Prospecting,PT,meta_c01,409,10,4.59
2024-01-24,Meta,Prospecting,PT,meta_c02,408,9,5.07
2024-01-24,Meta,Prospecting,PT,meta_c03,261,6,2.31
2024-01-24,Meta,Prospecting,PT,meta_c04,174,4,2.23
2024-01-24,Meta,Prospecting,PT,meta_c05,121,3,1.56
2024-01-24,Meta,Prospecting,PT,meta_c06,133,3,1.4
2024-01-24,Meta,Retargeting,US,meta_c01,1890,47,25.12
2024-01-24,Meta,Retargeting,US,meta_c02,1455,37,24.45
2024-01-24,Meta,Retargeting,US,meta_c03,798,22,11.6
2024-01-24,Meta,Retargeting,US,meta_c04,776,19,9.56
2024-01-24,Meta,Retargeting,US,meta_c05,437,11,6.31
2024-01-24,Meta,Retargeting,US,meta_c06,358,9,5.05
2024-01-24,Meta,Retargeting,UK,meta_c01,737,16,8.02
2024-01-24,Meta,Retargeting,UK,meta_c02,532,13,6.74
2024-01-24,Meta,Retargeting,UK,meta_c03,210,5,2.48
2024-01-24,Meta,Retargeting,UK,meta_c04,168,4,2.44
2024-01-24,Meta,Retargeting,UK,meta_c05,80,2,1.42
2024-01-24,Meta,Retargeting,UK,meta_c06,87,2,1.3
2024-01-24,Meta,Retargeting,CA,meta_c01,309,7,4.2
2024-01-24,Meta,Retargeting,CA,meta_c02,321,7,4.13
2024-01-24,Meta,Retargeting,CA,meta_c03,83,2,1.35
2024-01-24,Meta,Retargeting,CA,meta_c04,88,2,1.57
2024-01-24,Meta,Retargeting,CA,meta_c05,89,2,0.83
2024-01-24,Meta,Retargeting,CA,meta_c06,47,1,0.79
2024-01-24,Meta,Retargeting,AU,meta_c01,423,8,4.48
2024-01-24,Meta,Retargeting,AU,meta_c02,270,6,3.92
2024-01-24,Meta,Retargeting,AU,meta_c03,95,2,1.47
2024-01-24,Meta,Retargeting,AU,meta_c04,151,3,1.47
2024-01-24,Meta,Retargeting,AU,meta_c05,94,2,0.86
2024-01-24,Meta,Retargeting,AU,meta_c06,45,1,0.72
2024-01-24,Meta,Retargeting,DE,meta_c01,287,6,3.79
2024-01-24,Meta,Retargeting,DE,meta_c02,313,6,3.33
2024-01-24,Meta,Retargeting,DE,meta_c03,91,2,1.29
2024-01-24,Meta,Retargeting,DE,meta_c04,104,2,1.2
2024-01-24,Meta,Retargeting,DE,meta_c05,88,2,0.8
2024-01-24,Meta,Retargeting,DE,meta_c06,45,1,0.7
2024-01-24,Meta,Retargeting,PT,meta_c01,99,5,2.77
2024-01-24,Meta,Retargeting,PT,meta_c02,82,4,2.57
2024-01-24,Meta,Retargeting,PT,meta_c03,42,2,0.91
2024-01-24,Meta,Retargeting,PT,meta_c04,19,1,0.82
2024-01-24,Meta,Retargeting,PT,meta_c05,20,1,0.55
2024-01-24,Meta,Retargeting,PT,meta_c06,19,1,0.48
2024-01-25,Google,Brand Search,US,goog_c01,520,46,79.43
2024-01-25,Google,Brand Search,US,goog_c02,449,35,63.95
2024-01-25,Google,Brand Search,UK,goog_c01,188,14,22.64
2024-01-25,Google,Brand Search,UK,goog_c02,134,10,17.83
2024-01-25,Google,Brand Search,CA,goog_c01,90,7,13.69
2024-01-25,Google,Brand Search,CA,goog_c02,69,5,10.51
2024-01-25,Google,Brand Search,AU,goog_c01,99,7,11.47
2024-01-25,Google,Brand Search,AU,goog_c02,68,5,9.53
2024-01-25,Google,Brand Search,DE,goog_c01,79,5,10.71
2024-01-25,Google,Brand Search,DE,goog_c02,75,5,9.16
2024-01-25,Google,Brand Search,PT,goog_c01,30,5,7.43
2024-01-25,Google,Brand Search,PT,goog_c02,18,3,5.94
2024-01-25,Google,Non-Brand Search,US,goog_c03,5315,159,135.48
2024-01-25,Google,Non-Brand Search,US,goog_c04,3922,120,112.67
2024-01-25,Google,Non-Brand Search,UK,goog_c03,938,26,26.95
2024-01-25,Google,Non-Brand Search,UK,goog_c04,866,26,22.45
2024-01-25,Google,Non-Brand Search,CA,goog_c03,595,18,18.39
2024-01-25,Google,Non-Brand Search,CA,goog_c04,698,21,17.79
2024-01-25,Google,Non-Brand Search,AU,goog_c03,838,21,20.12
2024-01-25,Google,Non-Brand Search,AU,goog_c04,571,17,17.46
2024-01-25,Google,Non-Brand Search,DE,goog_c03,640,17,17.11
2024-01-25,Google,Non-Brand Search,DE,goog_c04,668,18,14.92
2024-01-25,Google,Non-Brand Search,PT,goog_c03,178,12,10.29
2024-01-25,Google,Non-Brand Search,PT,goog_c04,158,10,8.77
2024-01-25,Google,Shopping,US,goog_c05,8769,141,83.17
2024-01-25,Google,Shopping,US,goog_c06,9749,135,83.3
2024-01-25,Google,Shopping,UK,goog_c05,2451,33,22.52
2024-01-25,Google,Shopping,UK,goog_c06,2528,38,22.57
2024-01-25,Google,Shopping,CA,goog_c05,1732,22,13.81
2024-01-25,Google,Shopping,CA,goog_c06,1753,23,13.72
2024-01-25,Google,Shopping,AU,goog_c05,1481,20,11.98
2024-01-25,Google,Shopping,AU,goog_c06,1472,19,12.41
2024-01-25,Google,Shopping,DE,goog_c05,1270,16,10.85
2024-01-25,Google,Shopping,DE,goog_c06,1427,18,10.64
2024-01-25,Google,Shopping,PT,goog_c05,384,11,7.88
2024-01-25,Google,Shopping,PT,goog_c06,423,13,8.16
2024-01-25,Google,Performance Max,US,goog_c07,24626,197,163.38
2024-01-25,Google,Performance Max,US,goog_c08,23460,192,141.25
2024-01-25,Google,Performance Max,UK,goog_c07,6752,48,35.01
2024-01-25,Google,Performance Max,UK,goog_c08,6450,47,36.03
2024-01-25,Google,Performance Max,CA,goog_c07,4666,35,26.94
2024-01-25,Google,Performance Max,CA,goog_c08,3292,25,20.54
2024-01-25,Google,Performance Max,AU,goog_c07,4261,30,23.15
2024-01-25,Google,Performance Max,AU,goog_c08,3762,27,19.76
2024-01-25,Google,Performance Max,DE,goog_c07,5029,31,23.59
2024-01-25,Google,Performance Max,DE,goog_c08,3908,26,19.24
2024-01-25,Google,Performance Max,PT,goog_c07,1587,25,17.52
2024-01-25,Google,Performance Max,PT,goog_c08,1271,19,13.31
2024-01-25,Meta,Prospecting,US,meta_c01,9577,124,52.69
2024-01-25,Meta,Prospecting,US,meta_c02,10797,132,60.85
2024-01-25,Meta,Prospecting,US,meta_c03,4855,62,28.53
2024-01-25,Meta,Prospecting,US,meta_c04,4938,57,25.37
2024-01-25,Meta,Prospecting,US,meta_c05,3541,38,16.96
2024-01-25,Meta,Prospecting,US,meta_c06,2697,36,15.42
2024-01-25,Meta,Prospecting,UK,meta_c01,2854,34,14.37
2024-01-25,Meta,Prospecting,UK,meta_c02,3158,39,16.43
2024-01-25,Meta,Prospecting,UK,meta_c03,1752,19,7.99
2024-01-25,Meta,Prospecting,UK,meta_c04,1335,15,6.49
2024-01-25,Meta,Prospecting,UK,meta_c05,983,11,4.68
2024-01-25,Meta,Prospecting,UK,meta_c06,742,9,3.99
2024-01-25,Meta,Prospecting,CA,meta_c01,2012,21,9.65
2024-01-25,Meta,Prospecting,CA,meta_c02,2202,26,10.06
2024-01-25,Meta,Prospecting,CA,meta_c03,1114,12,4.97
2024-01-25,Meta,Prospecting,CA,meta_c04,892,10,4.98
2024-01-25,Meta,Prospecting,CA,meta_c05,628,7,3.26
2024-01-25,Meta,Prospecting,CA,meta_c06,567,7,2.92
2024-01-25,Meta,Prospecting,AU,meta_c01,1584,17,8.3
2024-01-25,Meta,Prospecting,AU,meta_c02,2157,22,9.09
2024-01-25,Meta,Prospecting,AU,meta_c03,938,9,3.88
2024-01-25,Meta,Prospecting,AU,meta_c04,809,9,3.75
2024-01-25,Meta,Prospecting,AU,meta_c05,489,5,2.82
2024-01-25,Meta,Prospecting,AU,meta_c06,575,6,2.33
2024-01-25,Meta,Prospecting,DE,meta_c01,1729,18,8.03
2024-01-25,Meta,Prospecting,DE,meta_c02,2182,20,8.24
2024-01-25,Meta,Prospecting,DE,meta_c03,667,7,3.82
2024-01-25,Meta,Prospecting,DE,meta_c04,727,7,3.83
2024-01-25,Meta,Prospecting,DE,meta_c05,541,5,2.56
2024-01-25,Meta,Prospecting,DE,meta_c06,471,5,2.14
2024-01-25,Meta,Prospecting,PT,meta_c01,446,10,4.2
2024-01-25,Meta,Prospecting,PT,meta_c02,514,12,5.05
2024-01-25,Meta,Prospecting,PT,meta_c03,264,6,2.38
2024-01-25,Meta,Prospecting,PT,meta_c04,284,6,2.49
2024-01-25,Meta,Prospecting,PT,meta_c05,113,3,1.41
2024-01-25,Meta,Prospecting,PT,meta_c06,128,3,1.38
2024-01-25,Meta,Retargeting,US,meta_c01,2550,63,34.21
2024-01-25,Meta,Retargeting,US,meta_c02,2121,47,28.82
2024-01-25,Meta,Retargeting,US,meta_c03,746,20,10.47
2024-01-25,Meta,Retargeting,US,meta_c04,693,17,9.55
2024-01-25,Meta,Retargeting,US,meta_c05,423,11,6.17
2024-01-25,Meta,Retargeting,US,meta_c06,342,9,5.32
2024-01-25,Meta,Retargeting,UK,meta_c01,676,15,7.69
2024-01-25,Meta,Retargeting,UK,meta_c02,485,12,7.28
2024-01-25,Meta,Retargeting,UK,meta_c03,207,5,2.72
2024-01-25,Meta,Retargeting,UK,meta_c04,185,4,2.81
2024-01-25,Meta,Retargeting,UK,meta_c05,143,3,1.72
2024-01-25,Meta,Retargeting,UK,meta_c06,129,3,1.5
2024-01-25,Meta,Retargeting,CA,meta_c01,369,8,4.8
2024-01-25,Meta,Retargeting,CA,meta_c02,372,8,4.67
2024-01-25,Meta,Retargeting,CA,meta_c03,128,3,1.77
2024-01-25,Meta,Retargeting,CA,meta_c04,126,3,1.57
2024-01-25,Meta,Retargeting,CA,meta_c05,91,2,1.09
2024-01-25,Meta,Retargeting,CA,meta_c06,40,1,0.86
2024-01-25,Meta,Retargeting,AU,meta_c01,375,8,4.97
2024-01-25,Meta,Retargeting,AU,meta_c02,340,7,4.13
2024-01-25,Meta,Retargeting,AU,meta_c03,125,3,1.63
2024-01-25,Meta,Retargeting,AU,meta_c04,147,3,1.45
2024-01-25,Meta,Retargeting,AU,meta_c05,96,2,0.94
2024-01-25,Meta,Retargeting,AU,meta_c06,45,1,0.84
2024-01-25,Meta,Retargeting,DE,meta_c01,350,7,4.3
2024-01-25,Meta,Retargeting,DE,meta_c02,373,7,3.65
2024-01-25,Meta,Retargeting,DE,meta_c03,147,3,1.59
2024-01-25,Meta,Retargeting,DE,meta_c04,88,2,1.25
2024-01-25,Meta,Retargeting,DE,meta_c05,90,2,0.85
2024-01-25,Meta,Retargeting,DE,meta_c06,50,1,0.7
2024-01-25,Meta,Retargeting,PT,meta_c01,82,4,2.34
2024-01-25,Meta,Retargeting,PT,meta_c02,77,4,2.59
2024-01-25,Meta,Retargeting,PT,meta_c03,43,2,0.97
2024-01-25,Meta,Retargeting,PT,meta_c04,19,1,0.9
2024-01-25,Meta,Retargeting,PT,meta_c05,23,1,0.58
2024-01-25,Meta,Retargeting,PT,meta_c06,24,1,0.47
2024-01-26,Google,Brand Search,US,goog_c01,534,49,101.45
2024-01-26,Google,Brand Search,US,goog_c02,601,48,90.36
2024-01-26,Google,Brand Search,UK,goog_c01,217,17,27.65
2024-01-26,Google,Brand Search,UK,goog_c02,166,13,22.54
2024-01-26,Google,Brand Search,CA,goog_c01,152,11,17.9
2024-01-26,Google,Brand Search,CA,goog_c02,117,9,14.64
2024-01-26,Google,Brand Search,AU,goog_c01,126,8,15.79
2024-01-26,Google,Brand Search,AU,goog_c02,102,7,11.94
2024-01-26,Google,Brand Search,DE,goog_c01,112,8,13.46
2024-01-26,Google,Brand Search,DE,goog_c02,82,6,10.49
2024-01-26,Google,Brand Search,PT,goog_c01,37,6,10.41
2024-01-26,Google,Brand Search,PT,goog_c02,32,5,8.27
2024-01-26,Google,Non-Brand Search,US,goog_c03,4451,152,154.17
2024-01-26,Google,Non-Brand Search,US,goog_c04,5838,180,151.07
2024-01-26,Google,Non-Brand Search,UK,goog_c03,1336,37,32.07
2024-01-26,Google,Non-Brand Search,UK,goog_c04,919,26,26.4
2024-01-26,Google,Non-Brand Search,CA,goog_c03,914,24,23.8
2024-01-26,Google,Non-Brand Search,CA,goog_c04,837,24,22.08
2024-01-26,Google,Non-Brand Search,AU,goog_c03,1007,26,20.74
2024-01-26,Google,Non-Brand Search,AU,goog_c04,600,18,18.44
2024-01-26,Google,Non-Brand Search,DE,goog_c03,737,19,17.27
2024-01-26,Google,Non-Brand Search,DE,goog_c04,641,15,14.84
2024-01-26,Google,Non-Brand Search,PT,goog_c03,233,13,11.61
2024-01-26,Google,Non-Brand Search,PT,goog_c04,168,11,10.67
2024-01-26,Google,Shopping,US,goog_c05,6993,106,88.1
2024-01-26,Google,Shopping,US,goog_c06,8917,143,87.47
2024-01-26,Google,Shopping,UK,goog_c05,4345,55,26.76
2024-01-26,Google,Shopping,UK,goog_c06,3079,42,26.45
2024-01-26,Google,Shopping,CA,goog_c05,1394,20,14.88
2024-01-26,Google,Shopping,CA,goog_c06,1464,20,13.29
2024-01-26,Google,Shopping,AU,goog_c05,2266,28,15.54
2024-01-26,Google,Shopping,AU,goog_c06,1839,22,14.76
2024-01-26,Google,Shopping,DE,goog_c05,1492,19,11.43
2024-01-26,Google,Shopping,DE,goog_c06,1454,19,11.13
2024-01-26,Google,Shopping,PT,goog_c05,378,11,7.76
2024-01-26,Google,Shopping,PT,goog_c06,291,9,6.56
2024-01-26,Google,Performance Max,US,goog_c07,29312,220,173.92
2024-01-26,Google,Performance Max,US,goog_c08,33133,218,168.83
2024-01-26,Google,Performance Max,UK,goog_c07,7318,55,47.97
2024-01-26,Google,Performance Max,UK,goog_c08,6868,54,42.81
2024-01-26,Google,Performance Max,CA,goog_c07,5192,36,29.08
2024-01-26,Google,Performance Max,CA,goog_c08,4077,32,25.29
2024-01-26,Google,Performance Max,AU,goog_c07,5873,42,27.83
2024-01-26,Google,Performance Max,AU,goog_c08,5153,34,24.69
2024-01-26,Google,Performance Max,DE,goog_c07,4555,32,22.32
2024-01-26,Google,Performance Max,DE,goog_c08,3300,22,18.66
2024-01-26,Google,Performance Max,PT,goog_c07,1424,21,15.73
2024-01-26,Google,Performance Max,PT,goog_c08,1092,18,12.22
2024-01-26,Meta,Prospecting,US,meta_c01,9222,111,54.64
2024-01-26,Meta,Prospecting,US,meta_c02,9296,117,57.45
2024-01-26,Meta,Prospecting,US,meta_c03,5499,73,33.35
2024-01-26,Meta,Prospecting,US,meta_c04,6242,70,30.16
2024-01-26,Meta,Prospecting,US,meta_c05,2875,34,18.52
2024-01-26,Meta,Prospecting,US,meta_c06,3713,42,17.43
2024-01-26,Meta,Prospecting,UK,meta_c01,3509,40,17.02
2024-01-26,Meta,Prospecting,UK,meta_c02,4709,50,18.75
2024-01-26,Meta,Prospecting,UK,meta_c03,1703,19,8.51
2024-01-26,Meta,Prospecting,UK,meta_c04,2020,22,8.21
2024-01-26,Meta,Prospecting,UK,meta_c05,1126,13,5.24
2024-01-26,Meta,Prospecting,UK,meta_c06,1099,12,5.03
2024-01-26,Meta,Prospecting,CA,meta_c01,2639,26,11.1
2024-01-26,Meta,Prospecting,CA,meta_c02,2210,25,11.83
2024-01-26,Meta,Prospecting,CA,meta_c03,1096,11,5.23
2024-01-26,Meta,Prospecting,CA,meta_c04,1088,11,5.58
2024-01-26,Meta,Prospecting,CA,meta_c05,667,8,3.53
2024-01-26,Meta,Prospecting,CA,meta_c06,615,6,3.09
